PRN             t(GNSS TIME)/s                 X/m                 Y/m                 Z/m               toe/s
C09             66600.00000000    2894426.25867244   25949943.11131829  -32800173.26545939       1800.00000000
C09             66900.00000000    2567163.03828900   25735689.48720777  -32999607.62906533       1500.00000000
C09             67200.00000000    2230815.60695187   25535746.24799844  -33182980.38018250       1200.00000000
C09             67500.00000000    1886022.39788587   25350501.56953062  -33350205.83121653        900.00000000
C09             67800.00000000    1533437.46614986   25180315.17753272  -33501206.50379781        600.00000000
C09             68100.00000000    1173729.95923067   25025517.77874932  -33635912.97347717        300.00000000
C09             68400.00000000     807582.82143385   24886410.42827822  -33754263.89713867          0.00000000
C09             68700.00000000     435691.47201612   24763263.95489514  -33856206.03600160        300.00000000
C09             69000.00000000      58762.45967104   24656318.44544722  -33941694.27421430        600.00000000
C09             69300.00000000    -322487.90397664   24565782.78927727  -34010691.63304548        900.00000000
C09             69600.00000000    -707334.92917466   24491834.28352107  -34063169.28068216       1200.00000000
C09             69900.00000000   -1095046.94841852   24434618.29999790  -34099106.53764581       1500.00000000
C09             70200.00000000   -1484886.72964516   24394248.01429197  -34118490.87784205       1800.00000000
C09             70500.00000000   -1876112.14345070   24370804.25466809  -34121317.88773036       1500.00000000
C09             70800.00000000   -2267980.61715947   24364335.12376306  -34107591.42513429       1200.00000000
C09             71100.00000000   -2659746.03308412   24374856.27366966  -34077323.33441889        900.00000000
C09             71400.00000000   -3050663.19199209   24402350.64328089  -34030533.62652197        600.00000000
C09             71700.00000000   -3439988.49077852   24446768.56576614  -33967250.40627787        300.00000000
C09             72000.00000000   -3826981.35393040   24508027.87637650  -33887509.84774303          0.00000000
C09             72300.00000000   -4210905.65824485   24586014.08313510  -33791356.16533950        300.00000000
C09             72600.00000000   -4591031.14803234   24680580.60001409  -33678841.58085325        600.00000000
C09             72900.00000000   -4966634.83805914   24791549.04207797  -33550026.28632730        900.00000000
C09             73200.00000000   -5337002.40151154   24918709.58195164  -33404978.40289115       1200.00000000
C09             73500.00000000   -5701429.54029859   25061821.36685284  -33243773.93557139       1500.00000000
C09             73800.00000000   -6059223.33504855   25220612.99531038  -33066496.72412977       1800.00000000
C09             74100.00000000   -6409702.71524531   25394782.99399178  -32873238.56527121       1500.00000000
C09             74400.00000000   -6752203.19951101   25584000.64427000  -32664098.47036818       1200.00000000
C09             74700.00000000   -7086072.99340807   25787906.28339894  -32439183.61009561        900.00000000
C09             75000.00000000   -7410677.69641965   26006112.23857340  -32198608.59338808        600.00000000
C09             75300.00000000   -7725400.64298260   26238203.52852056  -31942495.56035350        300.00000000
C09             75600.00000000   -8029644.07793905   26483738.67359972  -31670974.11037322          0.00000000
C09             75900.00000000   -8322830.29468268   26742250.55634964  -31384181.22661354        300.00000000
C09             76200.00000000   -8604402.73384365   27013247.33075685  -31082261.19701058        600.00000000
C09             76500.00000000   -8873827.04043523   27296213.37842654  -30765365.53179233        900.00000000
C09             76800.00000000   -9130592.07747159   27590610.30974996  -30433652.87760308       1200.00000000
C09             77100.00000000   -9374210.89415308   27895878.00807831  -30087288.92829673       1500.00000000
C09             77400.00000000   -9604221.64680758   28211435.71483374  -29726446.33246702       1800.00000000
C09             77700.00000000   -9820187.74663754   28536683.03962437  -29351304.93305680       1500.00000000
C09             78000.00000000  -10021701.58475548   28871001.57338349  -28962050.34323953       1200.00000000
C09             78300.00000000  -10208380.93574042   29213755.40851782  -28558875.80945569        900.00000000
C09             78600.00000000  -10379872.59091786   29564292.81189563  -28141980.81149994        600.00000000
C09             78900.00000000  -10535852.28821981   29921947.37060393  -27711571.27510612        300.00000000
C09             79200.00000000  -10676025.31714429   30286039.27531404  -27267859.46138896          0.00000000
C09             79500.00000000  -10800127.06660715   30655876.62823953  -26811063.85352911        300.00000000
C09             79800.00000000  -10907923.51470883   31030756.77314297  -26341409.04077715        600.00000000
C09             80100.00000000  -10999211.65955231   31409967.64481036  -25859125.59985298        900.00000000
C09             80400.00000000  -11073819.89036328   31792789.13537960  -25364449.97381783       1200.00000000
C09             80700.00000000  -11131608.29827992   32178494.47488259  -24857624.34849625       1500.00000000
C09             81000.00000000  -11172468.92629632   32566351.62333819  -24338896.52652599       1800.00000000
C09             81300.00000000  -11196325.55420389   32955624.54651145  -23808520.07027547       1500.00000000
C09             81600.00000000  -11203135.44460724   33345575.12504876  -23266753.09840151       1200.00000000
C09             81900.00000000  -11192886.97610857   33735463.81150483  -22713859.74410723        900.00000000
C09             82200.00000000  -11165601.26983008   34124551.54353842  -22150108.97296974        600.00000000
C09             82500.00000000  -11121331.72599354   34512101.02844245  -21575774.70484715        300.00000000
C09             82800.00000000  -11060163.90455138   34897378.14804791  -20991135.67534610          0.00000000
C09             83100.00000000  -10982215.34465894   35279653.35635732  -20396475.29546921        300.00000000
C09             83400.00000000  -10887635.32341100   35658203.06725427  -19792081.50952152        600.00000000
C09             83700.00000000  -10776604.55438129   36032311.02966012  -19178246.65135479        900.00000000
C09             84000.00000000  -10649334.82661593   36401269.68753752  -18555267.29902833       1200.00000000
C09             84300.00000000  -10506068.58484423   36764381.52217449  -17923444.12796510       1500.00000000
C09             84600.00000000  -10347078.45177967   37120960.37422097  -17283081.76268116       1800.00000000
C09             84900.00000000  -10172666.69349197   37470332.74299376  -16634488.62716627       2100.00000000
C09             85200.00000000   -9983164.62893742   37811839.06061213  -15977976.79399343       2400.00000000
C09             85500.00000000   -9778931.98483711   38144834.93858048  -15313861.83223427       2700.00000000
C09             85800.00000000   -9560356.19719453   38468692.38448887  -14642462.65425698       3000.00000000
C09             86100.00000000   -9327851.66084205   38782800.98656514  -13964101.36148307       3300.00000000
C09             86400.00000000   -9081858.92850053   39086569.06387507  -13279103.08917836       3600.00000000
C10                 0.00000000    5828463.18617107   34918989.94342668  -22434271.94399163          0.00000000
